0.000200, 0.001250, 0.001633, 0.000900, 0.000680, 0.000283, 0.000900, 0.000675, 0.000578, 0.000620, 
0.000750, 0.001100, 0.001317, 0.001012, 0.000930, 0.000383, 0.001136, 0.000456, 0.000539, 0.000245, 
0.001967, 0.000817, 0.000667, 0.000633, 0.000560, 0.000467, 0.000371, 0.000508, 0.001315, 0.004133, 
0.001000, 0.000750, 0.001083, 0.000650, 0.000595, 0.000533, 0.004768, 0.010072, 0.015786, 0.016780, 
0.001180, 0.001830, 0.000760, 0.000495, 0.001500, 0.006987, 0.033989, 0.054780, 0.087958, 0.238800, 
0.008717, 0.000833, 0.000333, 0.000729, 0.004480, 0.003322, 0.014067, 0.072160, 0.340561, 0.184527, 
0.000586, 0.000457, 0.000590, 0.003804, 0.012277, 0.017231, 0.009004, 0.152570, 0.024790, 0.024009, 
0.000600, 0.000713, 0.000967, 0.039425, 0.003093, 0.017619, 0.029289, 0.027441, 0.017683, 0.017141, 
0.000744, 0.001044, 0.001352, 0.006875, 0.057056, 0.025430, 0.023698, 0.021932, 0.016465, 0.018774, 
0.000720, 0.000670, 0.005423, 0.014245, 0.014726, 0.025352, 0.019793, 0.029680, 0.021223, 0.024261, 
