0.003500, 0.006050, 0.005933, 0.003975, 0.004260, 0.003800, 0.002586, 0.002087, 0.006067, 0.003680, 
0.007750, 0.008000, 0.004850, 0.003125, 0.002750, 0.004708, 0.002979, 0.005144, 0.016417, 0.022035, 
0.009633, 0.003633, 0.002856, 0.003392, 0.058740, 0.067306, 0.170429, 0.004987, 0.014759, 0.021430, 
0.002100, 0.002863, 0.004050, 0.002800, 0.004160, 0.001813, 0.003661, 0.004647, 0.019017, 0.001920, 
0.003320, 0.002330, 0.014327, 0.020030, 0.020824, 0.031110, 0.027160, 0.121408, 0.134113, 0.134804, 
0.008933, 0.037600, 0.063483, 0.113625, 0.213307, 0.316892, 0.115840, 0.092475, 0.106796, 0.024990, 
0.003271, 0.003221, 0.003814, 0.020879, 0.023146, 0.010198, 0.020014, 0.020036, 0.020032, 0.047884, 
0.003700, 0.062444, 0.096613, 0.016634, 0.045395, 0.088165, 0.016418, 0.021367, 0.045750, 0.012095, 
0.002978, 0.017261, 0.018752, 0.018272, 0.066671, 0.011106, 0.093444, 0.027061, 0.033662, 0.029981, 
0.002610, 0.031450, 0.007950, 0.004707, 0.044772, 0.027878, 0.013229, 0.011244, 0.010941, 0.007631, 
