0.029300, 0.064400, 0.025633, 0.047325, 0.044020, 0.020767, 0.032043, 0.030687, 0.024444, 0.035560, 
0.127350, 0.025650, 0.035817, 0.029638, 0.028090, 0.022850, 0.042507, 0.031938, 0.026328, 0.018365, 
0.016633, 0.022233, 0.037611, 0.027683, 0.059000, 0.032178, 0.070081, 0.031192, 0.049026, 0.027480, 
0.093750, 0.031462, 0.028358, 0.012850, 0.028320, 0.013283, 0.024825, 0.017691, 0.043342, 0.027295, 
0.023240, 0.028460, 0.020460, 0.018585, 0.031696, 0.014970, 0.063294, 0.249452, 0.053589, 0.027632, 
0.050067, 0.024375, 0.034778, 0.017292, 0.040473, 0.601392, 0.043562, 0.023531, 0.050356, 0.021232, 
0.046986, 0.018964, 0.022705, 0.013282, 0.027791, 0.016514, 0.035333, 0.016134, 0.030446, 0.016109, 
0.027613, 0.032337, 0.046012, 0.025531, 0.035895, 0.039204, 0.028275, 0.013141, 0.013064, 0.027281, 
0.024567, 0.029467, 0.027452, 0.024906, 0.037411, 0.021585, 0.046140, 0.019414, 0.020675, 0.033453, 
0.080040, 0.073815, 0.062283, 0.030860, 0.033324, 0.018887, 0.026666, 0.023231, 0.047076, 0.013059, 
