1.156500, 1.240400, 1.200867, 0.670250, 1.238940, 0.941783, 1.200771, 1.163275, 1.161000, 1.115400, 
0.679300, 0.834025, 1.023317, 1.031275, 0.995870, 0.961125, 0.927007, 0.904775, 0.871211, 0.857400, 
0.532067, 0.807900, 0.856689, 0.846483, 0.845227, 0.844283, 0.842867, 1.008142, 0.940396, 1.027030, 
0.629925, 0.846700, 0.846308, 0.847106, 0.846195, 0.893842, 1.001600, 1.128866, 1.372956, 1.681870, 
0.771060, 0.848990, 0.846513, 0.846725, 0.918876, 1.084737, 1.383891, 1.755388, 1.524238, 2.719800, 
0.794000, 0.848692, 0.846928, 0.897275, 1.097743, 1.494722, 1.859107, 2.459150, 3.011628, 2.502000, 
0.826000, 0.848900, 0.854690, 1.005764, 1.414297, 1.873948, 2.575478, 3.211714, 3.644832, 3.067899, 
0.841675, 0.848788, 0.899842, 1.223266, 1.787600, 2.455606, 3.159604, 2.697433, 3.827829, 3.454990, 
0.838022, 0.850706, 0.999941, 1.528144, 2.202429, 3.044452, 3.668403, 3.943028, 4.040611, 4.079772, 
0.837860, 0.850705, 1.099600, 1.801965, 2.698726, 2.272012, 2.959183, 4.016129, 4.074354, 3.726908, 
