3.208600, 3.280000, 3.268533, 3.262650, 3.258660, 3.255467, 3.253143, 3.252150, 3.250833, 3.250340, 
3.205250, 3.285850, 3.270083, 3.262763, 3.257990, 3.254825, 3.252857, 3.250575, 3.250022, 3.248995, 
3.204800, 3.283733, 3.269811, 3.261408, 3.258807, 3.254522, 3.355067, 3.252308, 3.262204, 3.276320, 
3.207825, 3.285425, 3.269758, 3.261931, 3.258235, 3.255904, 3.268432, 3.295119, 3.493142, 3.684578, 
3.209560, 3.282080, 3.270860, 3.263115, 3.275280, 3.324400, 3.323429, 3.358957, 3.995324, 4.732408, 
3.206933, 3.282908, 3.268439, 3.263392, 3.293867, 3.304714, 3.334719, 3.362715, 3.383709, 3.402977, 
3.207000, 3.281129, 3.364605, 3.278879, 3.315269, 3.336314, 3.471788, 3.419745, 3.526394, 3.451346, 
3.222575, 3.282475, 3.280400, 3.332744, 3.452247, 3.821158, 3.437734, 3.526959, 4.375029, 3.525403, 
3.207522, 3.282233, 3.279089, 3.320250, 3.357587, 3.390863, 4.531537, 4.182724, 4.244664, 4.597151, 
3.210620, 3.283060, 3.316020, 3.450423, 3.499810, 3.413637, 3.436853, 3.516903, 3.585344, 4.086393, 
